,Adrenals ,Brain,Breasts  ,Esophagus,Eyes,GB Cont,LLI Cont ,SI Cont,StomCont,ULI Cont,Rectum,HeartCon,Hrt Wall,Kidneys ,Liver,Lungs,Ovaries,Pancreas,Salivary,Red Mar.,CortBone,TrabBone,Spleen,Thymus,Thyroid,UB Cont,Uterus,Tot Body
Rectum,2.98E-09,1.57E-12,7.50E-11,1.98E-10,3.74E-11,8.74E-09,1.00E-07,8.19E-08,2.05E-09,1.82E-08,2.08E-04,3.30E-10,3.30E-10,8.32E-09,1.99E-09,2.29E-10,6.96E-07,4.06E-09,1.43E-12,8.24E-08,2.57E-08,2.57E-08,1.76E-09,2.86E-11,1.13E-11,1.06E-06,2.29E-06,6.08E-07
Heart Wall,5.49E-08,9.57E-10,1.02E-07,6.63E-07,1.01E-09,1.52E-08,1.86E-08,9.47E-09,1.63E-07,6.68E-09,3.30E-10,4.65E-05,1.32E-04,1.68E-08,8.11E-08,4.18E-07,6.59E-10,6.44E-08,5.14E-09,2.80E-08,1.73E-08,1.73E-08,6.40E-08,6.50E-07,7.04E-08,2.06E-10,4.59E-10,6.05E-07
Kidneys,1.23E-06,4.04E-11,3.49E-09,3.12E-08,5.79E-11,4.46E-07,1.33E-07,1.13E-07,1.09E-07,1.14E-07,8.72E-09,1.62E-08,1.63E-08,1.21E-04,2.16E-07,1.90E-08,1.99E-08,2.21E-07,2.50E-10,5.38E-08,2.22E-08,2.22E-08,7.17E-07,4.08E-09,1.66E-09,4.94E-09,1.40E-08,5.99E-07
Liver,5.18E-07,2.29E-10,2.57E-08,1.77E-07,2.65E-10,3.58E-07,4.27E-08,4.37E-08,8.68E-08,9.02E-08,1.99E-09,8.10E-08,8.12E-08,2.15E-07,2.45E-05,1.54E-07,4.74E-09,3.49E-07,1.21E-09,2.49E-08,1.57E-08,1.57E-08,3.08E-08,4.31E-08,1.18E-08,1.63E-09,3.91E-09,6.02E-07
Lungs,6.82E-08,2.50E-09,7.72E-08,3.25E-07,1.87E-09,1.79E-08,1.40E-08,6.76E-09,1.39E-07,5.48E-09,2.29E-10,3.87E-07,4.34E-07,2.04E-08,1.61E-07,3.46E-05,6.55E-10,4.72E-08,1.28E-08,4.02E-08,2.55E-08,2.55E-08,6.59E-08,5.48E-07,1.99E-07,1.79E-10,4.88E-10,6.05E-07
Ovaries,7.90E-09,1.87E-12,1.95E-10,7.59E-10,7.98E-12,2.36E-08,8.82E-08,1.82E-07,4.31E-09,6.14E-08,6.94E-07,6.59E-10,6.59E-10,1.99E-08,4.74E-09,6.55E-10,2.95E-03,9.61E-09,2.69E-12,7.51E-08,2.11E-08,2.11E-08,5.39E-09,1.13E-10,9.98E-12,3.39E-07,1.71E-06,6.07E-07
Pancreas,4.57E-07,7.62E-11,1.40E-08,1.58E-07,1.13E-10,3.60E-07,1.13E-07,3.36E-07,6.54E-07,9.14E-08,4.00E-09,6.37E-08,6.39E-08,2.15E-07,3.40E-07,4.44E-08,9.61E-09,2.77E-04,4.36E-10,3.54E-08,1.84E-08,1.84E-08,3.12E-07,1.14E-08,3.90E-09,3.58E-09,7.48E-09,6.09E-07
Salivary Glands,5.91E-10,1.66E-07,7.80E-09,2.63E-08,1.01E-07,1.41E-10,7.22E-11,1.13E-10,9.41E-10,5.10E-11,1.43E-12,5.22E-09,5.22E-09,2.50E-10,1.21E-09,1.20E-08,2.69E-12,4.36E-10,4.67E-04,2.11E-08,2.30E-08,2.30E-08,5.26E-10,1.53E-08,8.14E-08,1.89E-10,1.16E-12,5.90E-07
Red Marrow,3.70E-08,2.01E-08,1.37E-08,1.00E-07,1.03E-08,3.17E-08,3.20E-08,2.51E-08,2.53E-08,2.17E-08,4.62E-08,4.65E-08,4.65E-08,3.73E-08,2.99E-08,7.32E-08,8.45E-08,3.59E-08,2.83E-08,2.21E-05,8.63E-08,7.59E-06,3.43E-08,8.05E-08,7.25E-08,4.12E-08,5.06E-08,4.69E-07
Osteogenic Cells,1.26E-07,3.50E-07,4.07E-08,2.74E-07,4.91E-07,1.11E-07,7.30E-08,7.21E-08,7.97E-08,5.00E-08,1.09E-07,1.27E-07,1.27E-07,1.09E-07,9.17E-08,2.00E-07,1.58E-07,1.44E-07,3.25E-07,8.59E-06,3.44E-05,3.89E-05,1.14E-07,1.89E-07,1.72E-07,7.19E-08,1.05E-07,7.86E-07
Spleen,4.23E-06,1.84E-10,8.79E-09,7.96E-08,1.84E-10,3.62E-08,3.11E-07,7.40E-08,7.68E-07,1.99E-08,1.76E-09,6.22E-08,6.24E-08,7.06E-07,3.06E-08,6.15E-08,5.39E-09,3.16E-07,5.26E-10,2.64E-08,1.66E-08,1.66E-08,2.55E-04,7.49E-09,4.68E-09,1.64E-09,4.06E-09,6.02E-07
Thymus,1.41E-08,2.10E-09,1.06E-07,4.58E-07,1.40E-09,6.66E-09,2.88E-09,1.96E-09,2.04E-08,1.49E-09,7.98E-11,6.02E-07,6.72E-07,1.66E-09,4.50E-08,5.65E-07,1.13E-10,1.13E-08,1.75E-08,2.49E-08,1.56E-08,1.56E-08,7.49E-09,1.62E-03,6.80E-07,3.73E-11,4.90E-11,5.98E-07
Thyroid,4.82E-09,9.75E-09,2.90E-08,1.12E-06,6.85E-09,2.21E-09,9.59E-10,5.39E-10,8.17E-09,6.87E-10,1.13E-11,7.32E-08,7.33E-08,1.74E-09,1.18E-08,1.93E-07,9.98E-12,3.90E-09,8.10E-08,2.11E-08,2.30E-08,2.30E-08,4.68E-09,6.24E-07,1.91E-03,8.34E-12,3.70E-10,5.90E-07
Urinary Bladder Wall,1.34E-09,9.94E-13,6.43E-11,5.36E-10,1.28E-11,9.67E-09,6.32E-08,8.44E-08,1.61E-09,1.64E-08,1.06E-06,2.06E-10,2.06E-10,4.79E-09,1.63E-09,1.79E-10,2.76E-07,3.58E-09,1.89E-10,2.14E-08,9.22E-09,9.22E-09,1.64E-09,3.73E-11,8.34E-12,1.04E-04,1.05E-06,6.01E-07
Uterus,4.21E-09,1.65E-12,1.62E-10,8.66E-10,6.59E-11,2.06E-08,1.08E-07,2.79E-07,3.10E-09,4.10E-08,2.10E-06,4.58E-10,4.58E-10,1.45E-08,3.87E-09,4.88E-10,1.63E-06,7.48E-09,1.16E-12,4.29E-08,1.25E-08,1.25E-08,4.03E-09,4.90E-11,3.70E-10,1.03E-06,4.15E-04,6.06E-07
Total Body,6.16E-07,6.00E-07,5.81E-07,5.72E-07,5.53E-07,6.02E-07,6.04E-07,6.01E-07,5.92E-07,6.00E-07,5.83E-07,5.92E-07,5.92E-07,6.07E-07,6.09E-07,6.06E-07,6.15E-07,6.19E-07,5.66E-07,6.08E-07,6.05E-07,6.05E-07,6.10E-07,6.02E-07,5.97E-07,5.93E-07,6.15E-07,5.98E-07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Any bone activity on bone surfaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,
